SUBMIT$7320461393185366016$NJ4GNBSAX0000693$REALTIME$TIME:20250509092725,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:0.00,4033:0,2204:3.7,2603:28.7015220,2602:113.0613520,3012:220,3013:83,3014:20250509092721,3015:19,3016:12,4014:0,2601:0,3019:0,4040:0,4041:0,4043:0,4044:1
SUBMIT$7320466684102725632$NJ4GNBSAX0000693$REALTIME$TIME:20250509094826,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:1.61,4033:21,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6999210,2602:113.0584080,3012:0,3013:85,3014:20250509094821,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320466728176488448$NJ4GNBSAX0000693$REALTIME$TIME:20250509094837,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:1.61,4033:21,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6999210,2602:113.0584080,3012:0,3013:85,3014:20250509094822,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320466728180682752$NJ4GNBSAX0000693$REALTIME$TIME:20250509094837,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:1.61,4033:21,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6999210,2602:113.0584080,3012:0,3013:85,3014:20250509094823,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320466728184877056$NJ4GNBSAX0000693$REALTIME$TIME:20250509094837,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:1.61,4033:21,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6999210,2602:113.0584080,3012:0,3013:85,3014:20250509094824,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320466728189071360$NJ4GNBSAX0000693$REALTIME$TIME:20250509094837,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:1.61,4033:21,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6999210,2602:113.0584080,3012:0,3013:85,3014:20250509094825,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320466728193265664$NJ4GNBSAX0000693$REALTIME$TIME:20250509094837,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:1.61,4033:21,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6999200,2602:113.0584080,3012:0,3013:85,3014:20250509094826,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320466728197459968$NJ4GNBSAX0000693$REALTIME$TIME:20250509094837,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:1.61,4033:21,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6999200,2602:113.0584080,3012:0,3013:85,3014:20250509094827,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320466728201654272$NJ4GNBSAX0000693$REALTIME$TIME:20250509094837,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:1.61,4033:21,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6999200,2602:113.0584080,3012:0,3013:85,3014:20250509094828,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320466728205848576$NJ4GNBSAX0000693$REALTIME$TIME:20250509094837,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:1.61,4033:21,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6999200,2602:113.0584080,3012:0,3013:85,3014:20250509094829,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320466728214237184$NJ4GNBSAX0000693$REALTIME$TIME:20250509094837,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:1.61,4033:21,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6999200,2602:113.0584080,3012:0,3013:85,3014:20250509094830,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320466816512700416$NJ4GNBSAX0000693$REALTIME$TIME:20250509094858,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:1.61,4033:21,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6999200,2602:113.0584070,3012:0,3013:85,3014:20250509094831,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320466816516894720$NJ4GNBSAX0000693$REALTIME$TIME:20250509094858,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:1.61,4033:21,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6999200,2602:113.0584070,3012:0,3013:85,3014:20250509094833,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320466816521089024$NJ4GNBSAX0000693$REALTIME$TIME:20250509094858,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:1.61,4033:21,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6999200,2602:113.0584070,3012:0,3013:85,3014:20250509094834,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320466816525283328$NJ4GNBSAX0000693$REALTIME$TIME:20250509094858,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:1.61,4033:21,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6999200,2602:113.0584070,3012:0,3013:85,3014:20250509094835,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320466816529477632$NJ4GNBSAX0000693$REALTIME$TIME:20250509094858,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:1.61,4033:21,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6999200,2602:113.0584070,3012:0,3013:85,3014:20250509094836,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320466816533671936$NJ4GNBSAX0000693$REALTIME$TIME:20250509094858,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:1.61,4033:21,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6999200,2602:113.0584070,3012:0,3013:85,3014:20250509094837,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320466816537866240$NJ4GNBSAX0000693$REALTIME$TIME:20250509094858,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:1.61,4033:21,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6999210,2602:113.0584070,3012:0,3013:85,3014:20250509094838,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320466816542060544$NJ4GNBSAX0000693$REALTIME$TIME:20250509094858,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:1.61,4033:21,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6999210,2602:113.0584070,3012:0,3013:85,3014:20250509094839,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320466816546254848$NJ4GNBSAX0000693$REALTIME$TIME:20250509094858,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:1.61,4033:21,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6999210,2602:113.0584070,3012:0,3013:85,3014:20250509094840,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320466816550449152$NJ4GNBSAX0000693$REALTIME$TIME:20250509094858,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:1.61,4033:21,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6999210,2602:113.0584070,3012:0,3013:85,3014:20250509094841,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320466794492608512$NJ4GNBSAX0000693$REALTIME$TIME:20250509094853,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:1.61,4033:21,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6999210,2602:113.0584070,3012:0,3013:85,3014:20250509094842,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320466772568993792$NJ4GNBSAX0000693$REALTIME$TIME:20250509094847,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:1.61,4033:21,2204:0,2603:28.6999210,2602:113.0584070,3012:0,3013:85,3014:20250509094843,3015:20,3016:11,4014:0,2601:0,3019:0,4040:0,4041:0,4043:0,4044:1
SUBMIT$7320466794496802816$NJ4GNBSAX0000693$REALTIME$TIME:20250509094853,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:1.61,4033:21,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6999210,2602:113.0584070,3012:0,3013:85,3014:20250509094844,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320466794500997120$NJ4GNBSAX0000693$REALTIME$TIME:20250509094853,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:1.61,4033:21,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6999210,2602:113.0584070,3012:0,3013:85,3014:20250509094845,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7320466794505191424$NJ4GNBSAX0000693$REALTIME$TIME:20250509094853,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:1.61,4033:21,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6999210,2602:113.0584070,3012:0,3013:85,3014:20250509094846,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7320466794509385728$NJ4GNBSAX0000693$REALTIME$TIME:20250509094853,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:1.61,4033:21,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6999210,2602:113.0584070,3012:0,3013:85,3014:20250509094847,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7320466794513580032$NJ4GNBSAX0000693$REALTIME$TIME:20250509094853,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:1.61,4033:21,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6999210,2602:113.0584080,3012:0,3013:85,3014:20250509094848,3015:20,3016:12,4014:0,2601:0,3019:0
SUBMIT$7320466794517774336$NJ4GNBSAX0000693$REALTIME$TIME:20250509094853,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:1.61,4033:21,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6999210,2602:113.0584080,3012:0,3013:85,3014:20250509094849,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320466794521968640$NJ4GNBSAX0000693$REALTIME$TIME:20250509094853,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:1.61,4033:21,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6999210,2602:113.0584080,3012:0,3013:85,3014:20250509094850,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320466794526162944$NJ4GNBSAX0000693$REALTIME$TIME:20250509094853,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:1.61,4033:21,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6999210,2602:113.0584080,3012:0,3013:85,3014:20250509094851,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320466838453121024$NJ4GNBSAX0000693$REALTIME$TIME:20250509094903,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:1.61,4033:21,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6999210,2602:113.0584080,3012:0,3013:85,3014:20250509094852,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320466838457315328$NJ4GNBSAX0000693$REALTIME$TIME:20250509094903,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:1.61,4033:21,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6999210,2602:113.0584090,3012:0,3013:85,3014:20250509094853,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320466838461509632$NJ4GNBSAX0000693$REALTIME$TIME:20250509094903,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:1.61,4033:21,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6999210,2602:113.0584090,3012:0,3013:85,3014:20250509094854,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320466838465703936$NJ4GNBSAX0000693$REALTIME$TIME:20250509094903,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:1.61,4033:21,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6999200,2602:113.0584090,3012:0,3013:85,3014:20250509094855,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320466838469898240$NJ4GNBSAX0000693$REALTIME$TIME:20250509094903,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:1.61,4033:21,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6999200,2602:113.0584100,3012:0,3013:85,3014:20250509094856,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320466838474092544$NJ4GNBSAX0000693$REALTIME$TIME:20250509094903,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:1.61,4033:21,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6999200,2602:113.0584100,3012:0,3013:85,3014:20250509094857,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320466838478286848$NJ4GNBSAX0000693$REALTIME$TIME:20250509094903,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:1.61,4033:21,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6999200,2602:113.0584100,3012:0,3013:85,3014:20250509094858,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320466838482481152$NJ4GNBSAX0000693$REALTIME$TIME:20250509094903,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:1.61,4033:21,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6999200,2602:113.0584110,3012:0,3013:85,3014:20250509094859,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320466838486675456$NJ4GNBSAX0000693$REALTIME$TIME:20250509094903,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:1.61,4033:21,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6999200,2602:113.0584110,3012:0,3013:85,3014:20250509094900,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320466838490869760$NJ4GNBSAX0000693$REALTIME$TIME:20250509094903,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:1.61,4033:21,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6999200,2602:113.0584110,3012:0,3013:85,3014:20250509094901,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320466882778525696$NJ4GNBSAX0000693$REALTIME$TIME:20250509094914,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:1.61,4033:21,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6999200,2602:113.0584110,3012:0,3013:85,3014:20250509094902,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320466882782720000$NJ4GNBSAX0000693$REALTIME$TIME:20250509094914,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:1.61,4033:21,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6999200,2602:113.0584110,3012:0,3013:85,3014:20250509094903,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320466882786914304$NJ4GNBSAX0000693$REALTIME$TIME:20250509094914,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:1.61,4033:21,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6999200,2602:113.0584110,3012:0,3013:85,3014:20250509094904,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320466882791108608$NJ4GNBSAX0000693$REALTIME$TIME:20250509094914,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:1.61,4033:21,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6999200,2602:113.0584110,3012:0,3013:85,3014:20250509094905,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320466882795302912$NJ4GNBSAX0000693$REALTIME$TIME:20250509094914,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:1.61,4033:21,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6999210,2602:113.0584110,3012:0,3013:85,3014:20250509094906,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320466882799497216$NJ4GNBSAX0000693$REALTIME$TIME:20250509094914,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:1.61,4033:21,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6999210,2602:113.0584110,3012:0,3013:85,3014:20250509094907,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320466882803691520$NJ4GNBSAX0000693$REALTIME$TIME:20250509094914,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:1.61,4033:21,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6999210,2602:113.0584110,3012:0,3013:85,3014:20250509094908,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320466882807885824$NJ4GNBSAX0000693$REALTIME$TIME:20250509094914,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:1.61,4033:21,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6999210,2602:113.0584110,3012:0,3013:85,3014:20250509094909,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320466882812080128$NJ4GNBSAX0000693$REALTIME$TIME:20250509094914,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:1.61,4033:21,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6999210,2602:113.0584110,3012:0,3013:85,3014:20250509094910,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320466882816274432$NJ4GNBSAX0000693$REALTIME$TIME:20250509094914,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:1.61,4033:21,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6999210,2602:113.0584110,3012:0,3013:85,3014:20250509094911,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320466926701277184$NJ4GNBSAX0000693$REALTIME$TIME:20250509094924,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:1.61,4033:22,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6999210,2602:113.0584110,3012:0,3013:85,3014:20250509094912,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320466926705471488$NJ4GNBSAX0000693$REALTIME$TIME:20250509094924,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:1.61,4033:22,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6999210,2602:113.0584110,3012:0,3013:85,3014:20250509094913,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320466926709665792$NJ4GNBSAX0000693$REALTIME$TIME:20250509094924,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:1.61,4033:22,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6999220,2602:113.0584110,3012:0,3013:85,3014:20250509094914,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320466926713860096$NJ4GNBSAX0000693$REALTIME$TIME:20250509094924,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:1.61,4033:22,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6999220,2602:113.0584110,3012:0,3013:85,3014:20250509094915,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320466926718054400$NJ4GNBSAX0000693$REALTIME$TIME:20250509094924,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:1.61,4033:22,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6999220,2602:113.0584110,3012:0,3013:85,3014:20250509094916,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320466926722248704$NJ4GNBSAX0000693$REALTIME$TIME:20250509094924,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:1.61,4033:22,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6999220,2602:113.0584110,3012:0,3013:85,3014:20250509094917,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320466926726443008$NJ4GNBSAX0000693$REALTIME$TIME:20250509094924,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:1.61,4033:22,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6999220,2602:113.0584110,3012:0,3013:85,3014:20250509094918,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320466926730637312$NJ4GNBSAX0000693$REALTIME$TIME:20250509094924,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:1.61,4033:22,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6999220,2602:113.0584110,3012:0,3013:85,3014:20250509094919,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320466926734831616$NJ4GNBSAX0000693$REALTIME$TIME:20250509094924,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:1.61,4033:22,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6999220,2602:113.0584110,3012:0,3013:85,3014:20250509094920,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320466926739025920$NJ4GNBSAX0000693$REALTIME$TIME:20250509094924,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:1.61,4033:22,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6999230,2602:113.0584120,3012:0,3013:85,3014:20250509094921,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320466970657587200$NJ4GNBSAX0000693$REALTIME$TIME:20250509094935,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:1.61,4033:22,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6999230,2602:113.0584120,3012:0,3013:85,3014:20250509094922,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320466970661781504$NJ4GNBSAX0000693$REALTIME$TIME:20250509094935,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:1.61,4033:22,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6999230,2602:113.0584120,3012:0,3013:85,3014:20250509094923,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320466970665975808$NJ4GNBSAX0000693$REALTIME$TIME:20250509094935,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:1.61,4033:22,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6999230,2602:113.0584120,3012:0,3013:85,3014:20250509094924,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320466970670170112$NJ4GNBSAX0000693$REALTIME$TIME:20250509094935,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:1.61,4033:22,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6999230,2602:113.0584120,3012:0,3013:85,3014:20250509094925,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320466970674364416$NJ4GNBSAX0000693$REALTIME$TIME:20250509094935,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:1.61,4033:22,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6999230,2602:113.0584120,3012:0,3013:85,3014:20250509094926,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320466970678558720$NJ4GNBSAX0000693$REALTIME$TIME:20250509094935,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:1.61,4033:22,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6999230,2602:113.0584120,3012:0,3013:85,3014:20250509094927,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320466970682753024$NJ4GNBSAX0000693$REALTIME$TIME:20250509094935,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:1.61,4033:22,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6999230,2602:113.0584120,3012:0,3013:85,3014:20250509094928,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320466970686947328$NJ4GNBSAX0000693$REALTIME$TIME:20250509094935,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:1.61,4033:22,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6999230,2602:113.0584120,3012:0,3013:85,3014:20250509094929,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320466970691141632$NJ4GNBSAX0000693$REALTIME$TIME:20250509094935,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:1.61,4033:22,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6999230,2602:113.0584120,3012:0,3013:85,3014:20250509094930,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320466970695335936$NJ4GNBSAX0000693$REALTIME$TIME:20250509094935,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:1.61,4033:22,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6999230,2602:113.0584120,3012:0,3013:85,3014:20250509094931,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320467014529994752$NJ4GNBSAX0000693$REALTIME$TIME:20250509094945,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:1.61,4033:22,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6999240,2602:113.0584120,3012:0,3013:85,3014:20250509094932,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320467014534189056$NJ4GNBSAX0000693$REALTIME$TIME:20250509094945,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:1.61,4033:22,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6999240,2602:113.0584130,3012:0,3013:85,3014:20250509094933,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320467014538383360$NJ4GNBSAX0000693$REALTIME$TIME:20250509094945,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:1.61,4033:22,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6999240,2602:113.0584130,3012:0,3013:85,3014:20250509094934,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320467014542577664$NJ4GNBSAX0000693$REALTIME$TIME:20250509094945,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:1.61,4033:22,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6999240,2602:113.0584130,3012:0,3013:85,3014:20250509094935,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320467014546771968$NJ4GNBSAX0000693$REALTIME$TIME:20250509094945,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:1.61,4033:22,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6999240,2602:113.0584130,3012:0,3013:85,3014:20250509094936,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320467014550966272$NJ4GNBSAX0000693$REALTIME$TIME:20250509094945,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:1.61,4033:22,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6999240,2602:113.0584130,3012:0,3013:85,3014:20250509094937,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320467014555160576$NJ4GNBSAX0000693$REALTIME$TIME:20250509094945,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:1.61,4033:22,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6999240,2602:113.0584130,3012:0,3013:85,3014:20250509094938,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320467014559354880$NJ4GNBSAX0000693$REALTIME$TIME:20250509094945,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:1.61,4033:22,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6999240,2602:113.0584130,3012:0,3013:85,3014:20250509094939,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320467014563549184$NJ4GNBSAX0000693$REALTIME$TIME:20250509094945,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:1.61,4033:22,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6999240,2602:113.0584130,3012:0,3013:85,3014:20250509094940,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320467014567743488$NJ4GNBSAX0000693$REALTIME$TIME:20250509094945,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:1.61,4033:22,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6999240,2602:113.0584130,3012:0,3013:85,3014:20250509094941,3015:20,3016:11,4014:0,2601:0,3019:0
SUBMIT$7320467058628898816$NJ4GNBSAX0000693$REALTIME$TIME:20250509094956,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:1.61,4033:22,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.6999240,2602:113.0584130,3012:0,3013:85,3014:20250509094942,3015:20,3016:11,4014:0,2601:0,3019:0
