SUBMIT$7353043851214733312$EC73BD2504030074$REALTIME$TIME:20250807071828,gw:farm,3004:55,4042:1,4030:1,4031:0,4032:0.00,4033:0,2603:0.00000000,2602:0.00000000,2204:0,3012:0,3013:0,3014:20250807071828,3015:0,3016:56,4014:99,4430:0,2601:1,3019:0,4403:1,4404:0,4040:0,4041:0,4043:0,4044:1
SUBMIT$7353058941469077504$EC73BD2504030074$REALTIME$TIME:20250807081826,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:12.76,4033:59,4040:0,4041:0,4043:0,4044:1,2204:0,2603:29.10708455,2602:118.95581865,3012:255,3013:89,3014:20250807081820,3015:20,3016:51,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353058941473271808$EC73BD2504030074$REALTIME$TIME:20250807081826,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:12.76,4033:59,4040:0,4041:0,4043:0,4044:1,2204:0,2603:29.10708458,2602:118.95581868,3012:51,3013:89,3014:20250807081821,3015:20,3016:51,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353058941477466112$EC73BD2504030074$REALTIME$TIME:20250807081826,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:12.76,4033:59,4040:0,4041:0,4043:0,4044:1,2204:0,2603:29.10708451,2602:118.95581871,3012:136,3013:89,3014:20250807081822,3015:20,3016:51,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353058941481660416$EC73BD2504030074$REALTIME$TIME:20250807081826,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:12.76,4033:59,4040:0,4041:0,4043:0,4044:1,2204:0.9,2603:29.10708490,2602:118.95581551,3012:284,3013:89,3014:20250807081823,3015:20,3016:51,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353058941485854720$EC73BD2504030074$REALTIME$TIME:20250807081826,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:12.76,4033:59,4040:0,4041:0,4043:0,4044:1,2204:1.8,2603:29.10708955,2602:118.95581155,3012:316,3013:89,3014:20250807081824,3015:20,3016:51,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353058941490049024$EC73BD2504030074$REALTIME$TIME:20250807081826,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:12.76,4033:59,4040:0,4041:0,4043:0,4044:1,2204:3,2603:29.10709660,2602:118.95580950,3012:349,3013:89,3014:20250807081825,3015:20,3016:51,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353058941494243328$EC73BD2504030074$REALTIME$TIME:20250807081826,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:12.76,4033:59,4040:0,4041:0,4043:0,4044:1,2204:2.8,2603:29.10710421,2602:118.95581018,3012:1,3013:89,3014:20250807081826,3015:20,3016:51,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353058983630233600$EC73BD2504030074$REALTIME$TIME:20250807081836,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:12.80,4033:59,4040:0,4041:0,4043:0,4044:1,2204:5,2603:29.10710996,2602:118.95581493,3012:46,3013:89,3014:20250807081827,3015:20,3016:51,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353058983634427904$EC73BD2504030074$REALTIME$TIME:20250807081836,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:12.80,4033:59,4040:0,4041:0,4043:0,4044:1,2204:3,2603:29.10711386,2602:118.95582125,3012:56,3013:89,3014:20250807081828,3015:20,3016:51,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353058983638622208$EC73BD2504030074$REALTIME$TIME:20250807081836,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:12.80,4033:59,4040:0,4041:0,4043:0,4044:1,2204:3.1,2603:29.10711651,2602:118.95582908,3012:71,3013:89,3014:20250807081829,3015:20,3016:51,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353058983642816512$EC73BD2504030074$REALTIME$TIME:20250807081836,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:12.80,4033:59,4040:0,4041:0,4043:0,4044:1,2204:3.3,2603:29.10712108,2602:118.95583895,3012:55,3013:89,3014:20250807081830,3015:20,3016:51,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353058983647010816$EC73BD2504030074$REALTIME$TIME:20250807081836,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:12.80,4033:59,4040:0,4041:0,4043:0,4044:1,2204:4.1,2603:29.10712461,2602:118.95585136,3012:75,3013:89,3014:20250807081831,3015:20,3016:51,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353058983651205120$EC73BD2504030074$REALTIME$TIME:20250807081836,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:12.80,4033:59,4040:0,4041:0,4043:0,4044:1,2204:4.1,2603:29.10712685,2602:118.95586485,3012:83,3013:89,3014:20250807081832,3015:20,3016:51,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353058983655399424$EC73BD2504030074$REALTIME$TIME:20250807081836,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:12.80,4033:59,4040:0,4041:0,4043:0,4044:1,2204:4.3,2603:29.10712975,2602:118.95587751,3012:74,3013:89,3014:20250807081833,3015:20,3016:51,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353058983659593728$EC73BD2504030074$REALTIME$TIME:20250807081836,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:12.80,4033:59,4040:0,4041:0,4043:0,4044:1,2204:5.7,2603:29.10713330,2602:118.95588988,3012:76,3013:89,3014:20250807081834,3015:20,3016:51,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353058983663788032$EC73BD2504030074$REALTIME$TIME:20250807081836,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:12.80,4033:59,4040:0,4041:0,4043:0,4044:1,2204:6.9,2603:29.10713671,2602:118.95590480,3012:87,3013:89,3014:20250807081835,3015:20,3016:51,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353058983667982336$EC73BD2504030074$REALTIME$TIME:20250807081836,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:12.80,4033:59,4040:0,4041:0,4043:0,4044:1,2204:5.8,2603:29.10714160,2602:118.95591881,3012:65,3013:89,3014:20250807081836,3015:20,3016:51,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353059025824927744$EC73BD2504030074$REALTIME$TIME:20250807081846,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:12.87,4033:60,4040:0,4041:0,4043:0,4044:1,2204:5.1,2603:29.10714511,2602:118.95593255,3012:84,3013:89,3014:20250807081837,3015:20,3016:51,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353059025829122048$EC73BD2504030074$REALTIME$TIME:20250807081846,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:12.87,4033:60,4040:0,4041:0,4043:0,4044:1,2204:5.1,2603:29.10714895,2602:118.95594671,3012:58,3013:89,3014:20250807081838,3015:20,3016:51,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353059025833316352$EC73BD2504030074$REALTIME$TIME:20250807081846,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:12.87,4033:60,4040:0,4041:0,4043:0,4044:1,2204:4.5,2603:29.10715318,2602:118.95596118,3012:76,3013:89,3014:20250807081839,3015:20,3016:51,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353059025837510656$EC73BD2504030074$REALTIME$TIME:20250807081846,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:12.87,4033:60,4040:0,4041:0,4043:0,4044:1,2204:4.8,2603:29.10715738,2602:118.95597514,3012:69,3013:89,3014:20250807081840,3015:20,3016:51,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353059025841704960$EC73BD2504030074$REALTIME$TIME:20250807081846,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:12.87,4033:60,4040:0,4041:0,4043:0,4044:1,2204:5.3,2603:29.10716148,2602:118.95598926,3012:65,3013:89,3014:20250807081841,3015:20,3016:51,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353059025845899264$EC73BD2504030074$REALTIME$TIME:20250807081846,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:12.87,4033:60,4040:0,4041:0,4043:0,4044:1,2204:4.8,2603:29.10716565,2602:118.95600368,3012:68,3013:89,3014:20250807081842,3015:20,3016:51,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353059025850093568$EC73BD2504030074$REALTIME$TIME:20250807081846,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:12.87,4033:60,4040:0,4041:0,4043:0,4044:1,2204:5,2603:29.10717038,2602:118.95601808,3012:69,3013:89,3014:20250807081843,3015:20,3016:51,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353059025854287872$EC73BD2504030074$REALTIME$TIME:20250807081846,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:12.87,4033:60,4040:0,4041:0,4043:0,4044:1,2204:6.1,2603:29.10717475,2602:118.95603251,3012:71,3013:89,3014:20250807081844,3015:20,3016:51,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353059025858482176$EC73BD2504030074$REALTIME$TIME:20250807081846,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:12.87,4033:60,4040:0,4041:0,4043:0,4044:1,2204:6.1,2603:29.10717888,2602:118.95604745,3012:82,3013:89,3014:20250807081845,3015:20,3016:51,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353059025862676480$EC73BD2504030074$REALTIME$TIME:20250807081846,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:12.87,4033:60,4040:0,4041:0,4043:0,4044:1,2204:5.8,2603:29.10718183,2602:118.95606191,3012:77,3013:89,3014:20250807081846,3015:20,3016:51,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353059068019634176$EC73BD2504030074$REALTIME$TIME:20250807081856,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:12.93,4033:60,4040:0,4041:0,4043:0,4044:1,2204:6.1,2603:29.10718628,2602:118.95607585,3012:63,3013:89,3014:20250807081847,3015:20,3016:51,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353059068023828480$EC73BD2504030074$REALTIME$TIME:20250807081856,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:12.93,4033:60,4040:0,4041:0,4043:0,4044:1,2204:5.5,2603:29.10719018,2602:118.95609015,3012:88,3013:89,3014:20250807081848,3015:20,3016:51,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353059068028022784$EC73BD2504030074$REALTIME$TIME:20250807081856,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:12.93,4033:60,4040:0,4041:0,4043:0,4044:1,2204:6.2,2603:29.10719443,2602:118.95610373,3012:68,3013:89,3014:20250807081849,3015:20,3016:51,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353059068032217088$EC73BD2504030074$REALTIME$TIME:20250807081856,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:12.93,4033:60,4040:0,4041:0,4043:0,4044:1,2204:4,2603:29.10719730,2602:118.95611861,3012:73,3013:89,3014:20250807081850,3015:20,3016:51,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353059068036411392$EC73BD2504030074$REALTIME$TIME:20250807081856,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:12.93,4033:60,4040:0,4041:0,4043:0,4044:1,2204:4.3,2603:29.10719993,2602:118.95613260,3012:68,3013:89,3014:20250807081851,3015:20,3016:51,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353059068040605696$EC73BD2504030074$REALTIME$TIME:20250807081856,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:12.93,4033:60,4040:0,4041:0,4043:0,4044:1,2204:5.2,2603:29.10720265,2602:118.95614615,3012:78,3013:89,3014:20250807081852,3015:20,3016:51,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353059068044800000$EC73BD2504030074$REALTIME$TIME:20250807081856,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:12.93,4033:60,4040:0,4041:0,4043:0,4044:1,2204:5.4,2603:29.10720676,2602:118.95615980,3012:79,3013:89,3014:20250807081853,3015:20,3016:51,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353059068048994304$EC73BD2504030074$REALTIME$TIME:20250807081856,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:12.93,4033:60,4040:0,4041:0,4043:0,4044:1,2204:4.3,2603:29.10721040,2602:118.95617388,3012:76,3013:89,3014:20250807081854,3015:20,3016:51,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353059068053188608$EC73BD2504030074$REALTIME$TIME:20250807081856,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:12.93,4033:60,4040:0,4041:0,4043:0,4044:1,2204:4.4,2603:29.10721431,2602:118.95618695,3012:73,3013:89,3014:20250807081855,3015:20,3016:51,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353059068057382912$EC73BD2504030074$REALTIME$TIME:20250807081856,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:12.93,4033:60,4040:0,4041:0,4043:0,4044:1,2204:4.4,2603:29.10721825,2602:118.95620028,3012:63,3013:89,3014:20250807081856,3015:20,3016:51,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353059110235291648$EC73BD2504030074$REALTIME$TIME:20250807081906,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:12.99,4033:60,4040:0,4041:0,4043:0,4044:1,2204:5.5,2603:29.10722226,2602:118.95621418,3012:79,3013:89,3014:20250807081857,3015:20,3016:51,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353059110239485952$EC73BD2504030074$REALTIME$TIME:20250807081906,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:12.99,4033:60,4040:0,4041:0,4043:0,4044:1,2204:5.1,2603:29.10722566,2602:118.95622828,3012:81,3013:89,3014:20250807081858,3015:20,3016:51,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353059110243680256$EC73BD2504030074$REALTIME$TIME:20250807081906,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:12.99,4033:60,4040:0,4041:0,4043:0,4044:1,2204:5.5,2603:29.10723011,2602:118.95624126,3012:90,3013:89,3014:20250807081859,3015:20,3016:51,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353059110247874560$EC73BD2504030074$REALTIME$TIME:20250807081906,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:12.99,4033:60,4040:0,4041:0,4043:0,4044:1,2204:5.1,2603:29.10723361,2602:118.95625505,3012:74,3013:89,3014:20250807081900,3015:20,3016:51,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353059110252068864$EC73BD2504030074$REALTIME$TIME:20250807081906,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:12.99,4033:60,4040:0,4041:0,4043:0,4044:1,2204:4.9,2603:29.10723800,2602:118.95626876,3012:68,3013:89,3014:20250807081901,3015:20,3016:51,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353059110256263168$EC73BD2504030074$REALTIME$TIME:20250807081906,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:12.99,4033:60,4040:0,4041:0,4043:0,4044:1,2204:5.3,2603:29.10724081,2602:118.95628448,3012:62,3013:89,3014:20250807081902,3015:20,3016:51,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353059110260457472$EC73BD2504030074$REALTIME$TIME:20250807081906,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:12.99,4033:60,4040:0,4041:0,4043:0,4044:1,2204:5,2603:29.10724423,2602:118.95630015,3012:82,3013:89,3014:20250807081903,3015:20,3016:51,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353059110264651776$EC73BD2504030074$REALTIME$TIME:20250807081906,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:12.99,4033:60,4040:0,4041:0,4043:0,4044:1,2204:5,2603:29.10724701,2602:118.95631375,3012:71,3013:89,3014:20250807081904,3015:20,3016:51,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353059110268846080$EC73BD2504030074$REALTIME$TIME:20250807081906,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:12.99,4033:60,4040:0,4041:0,4043:0,4044:1,2204:5.5,2603:29.10725065,2602:118.95632788,3012:76,3013:89,3014:20250807081905,3015:20,3016:51,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353059110273040384$EC73BD2504030074$REALTIME$TIME:20250807081906,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:12.99,4033:60,4040:0,4041:0,4043:0,4044:1,2204:4.4,2603:29.10725465,2602:118.95634206,3012:70,3013:89,3014:20250807081906,3015:20,3016:51,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353059152409018368$EC73BD2504030074$REALTIME$TIME:20250807081916,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:13.04,4033:60,4040:0,4041:0,4043:0,4044:1,2204:5.4,2603:29.10725866,2602:118.95635593,3012:80,3013:89,3014:20250807081907,3015:20,3016:51,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353059152413212672$EC73BD2504030074$REALTIME$TIME:20250807081916,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:13.04,4033:60,4040:0,4041:0,4043:0,4044:1,2204:5.3,2603:29.10726256,2602:118.95636988,3012:63,3013:89,3014:20250807081908,3015:20,3016:51,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353059152417406976$EC73BD2504030074$REALTIME$TIME:20250807081916,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:13.04,4033:60,4040:0,4041:0,4043:0,4044:1,2204:5.1,2603:29.10726773,2602:118.95638413,3012:65,3013:89,3014:20250807081909,3015:20,3016:51,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353059152421601280$EC73BD2504030074$REALTIME$TIME:20250807081916,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:13.04,4033:60,4040:0,4041:0,4043:0,4044:1,2204:5.5,2603:29.10727153,2602:118.95639738,3012:66,3013:89,3014:20250807081910,3015:20,3016:51,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353059152425795584$EC73BD2504030074$REALTIME$TIME:20250807081916,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:13.04,4033:60,4040:0,4041:0,4043:0,4044:1,2204:5.1,2603:29.10727578,2602:118.95641116,3012:72,3013:89,3014:20250807081911,3015:20,3016:51,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353059152429989888$EC73BD2504030074$REALTIME$TIME:20250807081916,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:13.04,4033:60,4040:0,4041:0,4043:0,4044:1,2204:5,2603:29.10728058,2602:118.95642340,3012:53,3013:89,3014:20250807081912,3015:20,3016:51,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353059152434184192$EC73BD2504030074$REALTIME$TIME:20250807081916,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:13.04,4033:60,4040:0,4041:0,4043:0,4044:1,2204:4.8,2603:29.10728488,2602:118.95643658,3012:60,3013:89,3014:20250807081913,3015:20,3016:51,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353059152438378496$EC73BD2504030074$REALTIME$TIME:20250807081916,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:13.04,4033:60,4040:0,4041:0,4043:0,4044:1,2204:5.2,2603:29.10728813,2602:118.95644943,3012:69,3013:89,3014:20250807081914,3015:20,3016:51,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353059152442572800$EC73BD2504030074$REALTIME$TIME:20250807081916,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:13.04,4033:60,4040:0,4041:0,4043:0,4044:1,2204:4.5,2603:29.10729123,2602:118.95646219,3012:70,3013:89,3014:20250807081915,3015:20,3016:51,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353059152446767104$EC73BD2504030074$REALTIME$TIME:20250807081916,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:13.04,4033:60,4040:0,4041:0,4043:0,4044:1,2204:5.7,2603:29.10729675,2602:118.95647553,3012:64,3013:89,3014:20250807081916,3015:20,3016:51,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353059194792476672$EC73BD2504030074$REALTIME$TIME:20250807081926,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:13.09,4033:60,4040:0,4041:0,4043:0,4044:1,2204:5.3,2603:29.10730253,2602:118.95648886,3012:62,3013:89,3014:20250807081917,3015:20,3016:51,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353059194796670976$EC73BD2504030074$REALTIME$TIME:20250807081926,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:13.09,4033:60,4040:0,4041:0,4043:0,4044:1,2204:5.2,2603:29.10730775,2602:118.95650276,3012:61,3013:89,3014:20250807081918,3015:20,3016:51,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353059194800865280$EC73BD2504030074$REALTIME$TIME:20250807081926,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:13.09,4033:60,4040:0,4041:0,4043:0,4044:1,2204:5.1,2603:29.10731305,2602:118.95651646,3012:82,3013:89,3014:20250807081919,3015:20,3016:51,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353059194805059584$EC73BD2504030074$REALTIME$TIME:20250807081926,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:13.09,4033:60,4040:0,4041:0,4043:0,4044:1,2204:5.8,2603:29.10731775,2602:118.95653043,3012:72,3013:89,3014:20250807081920,3015:20,3016:51,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353059194809253888$EC73BD2504030074$REALTIME$TIME:20250807081926,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:13.09,4033:60,4040:0,4041:0,4043:0,4044:1,2204:5.1,2603:29.10732180,2602:118.95654459,3012:77,3013:89,3014:20250807081921,3015:20,3016:51,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353059194813448192$EC73BD2504030074$REALTIME$TIME:20250807081926,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:13.09,4033:60,4040:0,4041:0,4043:0,4044:1,2204:5.2,2603:29.10732546,2602:118.95655848,3012:81,3013:89,3014:20250807081922,3015:20,3016:51,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353059194817642496$EC73BD2504030074$REALTIME$TIME:20250807081926,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:13.09,4033:60,4040:0,4041:0,4043:0,4044:1,2204:4.3,2603:29.10732951,2602:118.95657236,3012:81,3013:89,3014:20250807081923,3015:20,3016:51,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353059194821836800$EC73BD2504030074$REALTIME$TIME:20250807081926,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:13.09,4033:60,4040:0,4041:0,4043:0,4044:1,2204:5.4,2603:29.10733285,2602:118.95658521,3012:66,3013:89,3014:20250807081924,3015:20,3016:51,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353059194826031104$EC73BD2504030074$REALTIME$TIME:20250807081926,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:13.09,4033:60,4040:0,4041:0,4043:0,4044:1,2204:3.6,2603:29.10733653,2602:118.95659681,3012:74,3013:89,3014:20250807081925,3015:20,3016:51,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353059194830225408$EC73BD2504030074$REALTIME$TIME:20250807081926,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:13.09,4033:60,4040:0,4041:0,4043:0,4044:1,2204:3.8,2603:29.10734411,2602:118.95660325,3012:25,3013:89,3014:20250807081926,3015:20,3016:51,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353059236882296832$EC73BD2504030074$REALTIME$TIME:20250807081936,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:13.11,4033:60,4040:0,4041:0,4043:0,4044:1,2204:3.3,2603:29.10735243,2602:118.95660363,3012:4,3013:89,3014:20250807081927,3015:20,3016:51,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353059236886491136$EC73BD2504030074$REALTIME$TIME:20250807081936,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:13.11,4033:60,4040:0,4041:0,4043:0,4044:1,2204:3.3,2603:29.10736048,2602:118.95660008,3012:337,3013:89,3014:20250807081928,3015:20,3016:51,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353059236890685440$EC73BD2504030074$REALTIME$TIME:20250807081936,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:13.11,4033:60,4040:0,4041:0,4043:0,4044:1,2204:1.8,2603:29.10736441,2602:118.95659873,3012:336,3013:90,3014:20250807081929,3015:20,3016:51,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353059236894879744$EC73BD2504030074$REALTIME$TIME:20250807081936,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:13.11,4033:60,4040:0,4041:0,4043:0,4044:1,2204:0.4,2603:29.10736426,2602:118.95659833,3012:335,3013:89,3014:20250807081930,3015:20,3016:51,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353059236899074048$EC73BD2504030074$REALTIME$TIME:20250807081936,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:13.11,4033:60,4040:0,4041:0,4043:0,4044:1,2204:0.5,2603:29.10736270,2602:118.95659703,3012:220,3013:89,3014:20250807081931,3015:20,3016:51,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353059236903268352$EC73BD2504030074$REALTIME$TIME:20250807081936,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:13.11,4033:60,4040:0,4041:0,4043:0,4044:1,2204:1.5,2603:29.10735996,2602:118.95659390,3012:229,3013:89,3014:20250807081932,3015:20,3016:51,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353059236907462656$EC73BD2504030074$REALTIME$TIME:20250807081936,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:13.11,4033:60,4040:0,4041:0,4043:0,4044:1,2204:1.7,2603:29.10735688,2602:118.95658983,3012:229,3013:89,3014:20250807081933,3015:20,3016:51,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7353059236911656960$EC73BD2504030074$REALTIME$TIME:20250807081936,gw:farm,3004:55,4042:1,4030:2,4031:1,4032:13.11,4033:60,4040:0,4041:0,4043:0,4044:1,2204:1.5,2603:29.10735251,2602:118.95658981,3012:198,3013:89,3014:20250807081934,3015:20,3016:51,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
