SUBMIT$7318350011618983936$NJ4GBQSAX0000687$REALTIME$TIME:20250503133732,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:0.00,4033:0,2204:10.9,2603:28.8453790,2602:113.2050090,3012:236,3013:56,3014:20250503133731,3015:12,3016:12,4014:1,2601:0,3019:0,4040:0,4041:0,4043:0,4044:1
SUBMIT$7318357165516161024$NJ4GBQSAX0000687$REALTIME$TIME:20250503140558,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:221.87,4033:1898,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.8410730,2602:113.2000780,3012:0,3013:32,3014:20250503140544,3015:19,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318357165520355328$NJ4GBQSAX0000687$REALTIME$TIME:20250503140558,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:221.87,4033:1898,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.8410720,2602:113.2000780,3012:0,3013:32,3014:20250503140545,3015:19,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318357165524549632$NJ4GBQSAX0000687$REALTIME$TIME:20250503140558,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:221.87,4033:1898,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.8410720,2602:113.2000780,3012:0,3013:32,3014:20250503140546,3015:19,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318357165528743936$NJ4GBQSAX0000687$REALTIME$TIME:20250503140558,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:221.87,4033:1898,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.8410720,2602:113.2000780,3012:0,3013:32,3014:20250503140547,3015:19,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318357165532938240$NJ4GBQSAX0000687$REALTIME$TIME:20250503140558,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:221.87,4033:1898,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.8410720,2602:113.2000780,3012:0,3013:32,3014:20250503140548,3015:19,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318357165537132544$NJ4GBQSAX0000687$REALTIME$TIME:20250503140558,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:221.87,4033:1898,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.8410720,2602:113.2000780,3012:0,3013:32,3014:20250503140549,3015:19,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318357165541326848$NJ4GBQSAX0000687$REALTIME$TIME:20250503140558,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:221.87,4033:1898,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.8410720,2602:113.2000780,3012:0,3013:32,3014:20250503140550,3015:19,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318357165545521152$NJ4GBQSAX0000687$REALTIME$TIME:20250503140558,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:221.87,4033:1898,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.8410720,2602:113.2000780,3012:0,3013:32,3014:20250503140551,3015:19,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318357165549715456$NJ4GBQSAX0000687$REALTIME$TIME:20250503140558,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:221.87,4033:1898,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.8410720,2602:113.2000780,3012:0,3013:33,3014:20250503140552,3015:19,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318357165553909760$NJ4GBQSAX0000687$REALTIME$TIME:20250503140558,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:221.87,4033:1898,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.8410720,2602:113.2000780,3012:0,3013:33,3014:20250503140553,3015:19,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318357208121905152$NJ4GBQSAX0000687$REALTIME$TIME:20250503140608,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:221.87,4033:1898,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.8410720,2602:113.2000770,3012:0,3013:33,3014:20250503140554,3015:19,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318357208126099456$NJ4GBQSAX0000687$REALTIME$TIME:20250503140608,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:221.87,4033:1898,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.8410720,2602:113.2000770,3012:0,3013:33,3014:20250503140555,3015:19,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318357208130293760$NJ4GBQSAX0000687$REALTIME$TIME:20250503140608,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:221.87,4033:1898,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.8410720,2602:113.2000770,3012:0,3013:33,3014:20250503140556,3015:19,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318357208134488064$NJ4GBQSAX0000687$REALTIME$TIME:20250503140608,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:221.87,4033:1898,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.8410720,2602:113.2000770,3012:0,3013:33,3014:20250503140557,3015:19,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318357208138682368$NJ4GBQSAX0000687$REALTIME$TIME:20250503140608,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:221.87,4033:1898,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.8410720,2602:113.2000780,3012:0,3013:33,3014:20250503140558,3015:19,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318357208142876672$NJ4GBQSAX0000687$REALTIME$TIME:20250503140608,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:221.87,4033:1898,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.8410720,2602:113.2000780,3012:0,3013:33,3014:20250503140559,3015:19,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318357208147070976$NJ4GBQSAX0000687$REALTIME$TIME:20250503140608,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:221.87,4033:1898,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.8410720,2602:113.2000780,3012:0,3013:33,3014:20250503140600,3015:19,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318357208151265280$NJ4GBQSAX0000687$REALTIME$TIME:20250503140608,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:221.87,4033:1898,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.8410720,2602:113.2000780,3012:0,3013:33,3014:20250503140601,3015:19,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318357208155459584$NJ4GBQSAX0000687$REALTIME$TIME:20250503140608,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:221.87,4033:1898,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.8410720,2602:113.2000780,3012:0,3013:33,3014:20250503140602,3015:19,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318357208159653888$NJ4GBQSAX0000687$REALTIME$TIME:20250503140608,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:221.87,4033:1898,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.8410720,2602:113.2000780,3012:0,3013:33,3014:20250503140603,3015:19,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318357250647949312$NJ4GBQSAX0000687$REALTIME$TIME:20250503140618,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:221.87,4033:1899,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.8410720,2602:113.2000780,3012:0,3013:33,3014:20250503140604,3015:19,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318357250652143616$NJ4GBQSAX0000687$REALTIME$TIME:20250503140618,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:221.87,4033:1899,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.8410720,2602:113.2000780,3012:0,3013:33,3014:20250503140605,3015:19,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318357250656337920$NJ4GBQSAX0000687$REALTIME$TIME:20250503140618,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:221.87,4033:1899,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.8410720,2602:113.2000780,3012:0,3013:33,3014:20250503140606,3015:19,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318357250660532224$NJ4GBQSAX0000687$REALTIME$TIME:20250503140618,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:221.87,4033:1899,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.8410720,2602:113.2000780,3012:0,3013:33,3014:20250503140607,3015:19,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318357250664726528$NJ4GBQSAX0000687$REALTIME$TIME:20250503140618,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:221.87,4033:1899,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.8410720,2602:113.2000780,3012:0,3013:33,3014:20250503140608,3015:18,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318357250668920832$NJ4GBQSAX0000687$REALTIME$TIME:20250503140618,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:221.87,4033:1899,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.8410720,2602:113.2000780,3012:0,3013:33,3014:20250503140609,3015:19,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318357250673115136$NJ4GBQSAX0000687$REALTIME$TIME:20250503140618,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:221.87,4033:1899,4040:0,4041:0,4043:0,4044:1,2204:0.1,2603:28.8410710,2602:113.2000780,3012:0,3013:33,3014:20250503140610,3015:19,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318357250677309440$NJ4GBQSAX0000687$REALTIME$TIME:20250503140618,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:221.87,4033:1899,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.8410710,2602:113.2000780,3012:0,3013:33,3014:20250503140611,3015:19,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318357250681503744$NJ4GBQSAX0000687$REALTIME$TIME:20250503140618,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:221.87,4033:1899,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.8410710,2602:113.2000780,3012:0,3013:33,3014:20250503140612,3015:19,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318357250685698048$NJ4GBQSAX0000687$REALTIME$TIME:20250503140618,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:221.87,4033:1899,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.8410710,2602:113.2000780,3012:0,3013:33,3014:20250503140613,3015:19,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318357293199147008$NJ4GBQSAX0000687$REALTIME$TIME:20250503140628,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:221.88,4033:1899,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.8410710,2602:113.2000780,3012:0,3013:33,3014:20250503140614,3015:19,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318357293203341312$NJ4GBQSAX0000687$REALTIME$TIME:20250503140628,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:221.88,4033:1899,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.8410710,2602:113.2000780,3012:0,3013:33,3014:20250503140615,3015:19,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318357293207535616$NJ4GBQSAX0000687$REALTIME$TIME:20250503140628,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:221.88,4033:1899,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.8410710,2602:113.2000780,3012:0,3013:33,3014:20250503140616,3015:19,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318357293211729920$NJ4GBQSAX0000687$REALTIME$TIME:20250503140628,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:221.88,4033:1899,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.8410710,2602:113.2000780,3012:0,3013:33,3014:20250503140617,3015:19,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318357293215924224$NJ4GBQSAX0000687$REALTIME$TIME:20250503140628,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:221.88,4033:1899,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.8410710,2602:113.2000780,3012:0,3013:33,3014:20250503140618,3015:19,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318357293220118528$NJ4GBQSAX0000687$REALTIME$TIME:20250503140628,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:221.88,4033:1899,4040:0,4041:0,4043:0,4044:1,2204:0,2603:28.8410710,2602:113.2000780,3012:0,3013:33,3014:20250503140619,3015:19,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318357293224312832$NJ4GBQSAX0000687$REALTIME$TIME:20250503140628,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:221.88,4033:1899,4040:0,4041:0,4043:0,4044:1,2204:0.4,2603:28.8410720,2602:113.2000790,3012:0,3013:33,3014:20250503140620,3015:19,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318357293228507136$NJ4GBQSAX0000687$REALTIME$TIME:20250503140628,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:221.88,4033:1899,4040:0,4041:0,4043:0,4044:1,2204:2.3,2603:28.8410760,2602:113.2000830,3012:0,3013:33,3014:20250503140621,3015:19,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318357316385255424$NJ4GBQSAX0000687$REALTIME$TIME:20250503140634,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:221.88,4033:1899,2204:3,2603:28.8410820,2602:113.2000890,3012:0,3013:33,3014:20250503140622,3015:18,3016:12,4014:0,2601:0,3019:0,4040:0,4041:0,4043:0,4044:1
SUBMIT$7318357293232701440$NJ4GBQSAX0000687$REALTIME$TIME:20250503140628,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:221.88,4033:1899,4040:0,4041:0,4043:0,4044:1,2204:3.6,2603:28.8410890,2602:113.2000960,3012:0,3013:33,3014:20250503140623,3015:18,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318357337864306688$NJ4GBQSAX0000687$REALTIME$TIME:20250503140639,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:221.93,4033:1899,4040:0,4041:0,4043:0,4044:1,2204:3.7,2603:28.8410960,2602:113.2001030,3012:0,3013:33,3014:20250503140624,3015:18,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318357337868500992$NJ4GBQSAX0000687$REALTIME$TIME:20250503140639,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:221.93,4033:1899,4040:0,4041:0,4043:0,4044:1,2204:4.1,2603:28.8411040,2602:113.2001110,3012:43,3013:33,3014:20250503140625,3015:19,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318357337872695296$NJ4GBQSAX0000687$REALTIME$TIME:20250503140639,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:221.93,4033:1899,4040:0,4041:0,4043:0,4044:1,2204:4,2603:28.8411120,2602:113.2001190,3012:41,3013:33,3014:20250503140626,3015:19,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318357337876889600$NJ4GBQSAX0000687$REALTIME$TIME:20250503140639,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:221.93,4033:1899,4040:0,4041:0,4043:0,4044:1,2204:3.8,2603:28.8411190,2602:113.2001270,3012:44,3013:33,3014:20250503140627,3015:19,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318357337881083904$NJ4GBQSAX0000687$REALTIME$TIME:20250503140639,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:221.93,4033:1899,4040:0,4041:0,4043:0,4044:1,2204:4.1,2603:28.8411260,2602:113.2001350,3012:43,3013:33,3014:20250503140628,3015:19,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318357337885278208$NJ4GBQSAX0000687$REALTIME$TIME:20250503140639,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:221.93,4033:1899,4040:0,4041:0,4043:0,4044:1,2204:4.1,2603:28.8411340,2602:113.2001420,3012:42,3013:33,3014:20250503140629,3015:19,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318357337889472512$NJ4GBQSAX0000687$REALTIME$TIME:20250503140639,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:221.93,4033:1899,4040:0,4041:0,4043:0,4044:1,2204:4.1,2603:28.8411410,2602:113.2001510,3012:45,3013:33,3014:20250503140630,3015:19,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318357337893666816$NJ4GBQSAX0000687$REALTIME$TIME:20250503140639,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:221.93,4033:1899,4040:0,4041:0,4043:0,4044:1,2204:3.7,2603:28.8411480,2602:113.2001590,3012:45,3013:33,3014:20250503140631,3015:19,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318357337897861120$NJ4GBQSAX0000687$REALTIME$TIME:20250503140639,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:221.93,4033:1899,4040:0,4041:0,4043:0,4044:1,2204:4.1,2603:28.8411550,2602:113.2001670,3012:44,3013:33,3014:20250503140632,3015:19,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318357337902055424$NJ4GBQSAX0000687$REALTIME$TIME:20250503140639,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:221.93,4033:1899,4040:0,4041:0,4043:0,4044:1,2204:4.1,2603:28.8411620,2602:113.2001760,3012:46,3013:33,3014:20250503140633,3015:19,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318357380394536960$NJ4GBQSAX0000687$REALTIME$TIME:20250503140649,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:221.99,4033:1899,4040:0,4041:0,4043:0,4044:1,2204:4.1,2603:28.8411700,2602:113.2001830,3012:42,3013:33,3014:20250503140634,3015:19,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318357380398731264$NJ4GBQSAX0000687$REALTIME$TIME:20250503140649,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:221.99,4033:1899,4040:0,4041:0,4043:0,4044:1,2204:3.8,2603:28.8411770,2602:113.2001910,3012:44,3013:33,3014:20250503140635,3015:18,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318357380402925568$NJ4GBQSAX0000687$REALTIME$TIME:20250503140649,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:221.99,4033:1899,4040:0,4041:0,4043:0,4044:1,2204:4.1,2603:28.8411850,2602:113.2001990,3012:45,3013:33,3014:20250503140636,3015:19,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318357380407119872$NJ4GBQSAX0000687$REALTIME$TIME:20250503140649,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:221.99,4033:1899,4040:0,4041:0,4043:0,4044:1,2204:4.1,2603:28.8411920,2602:113.2002080,3012:47,3013:33,3014:20250503140637,3015:19,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318357380411314176$NJ4GBQSAX0000687$REALTIME$TIME:20250503140649,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:221.99,4033:1899,4040:0,4041:0,4043:0,4044:1,2204:4.2,2603:28.8411990,2602:113.2002170,3012:45,3013:33,3014:20250503140638,3015:18,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318357380415508480$NJ4GBQSAX0000687$REALTIME$TIME:20250503140649,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:221.99,4033:1899,4040:0,4041:0,4043:0,4044:1,2204:3.8,2603:28.8412060,2602:113.2002250,3012:45,3013:33,3014:20250503140639,3015:18,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318357380419702784$NJ4GBQSAX0000687$REALTIME$TIME:20250503140649,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:221.99,4033:1899,4040:0,4041:0,4043:0,4044:1,2204:4,2603:28.8412130,2602:113.2002330,3012:44,3013:33,3014:20250503140640,3015:19,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318357380423897088$NJ4GBQSAX0000687$REALTIME$TIME:20250503140649,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:221.99,4033:1899,4040:0,4041:0,4043:0,4044:1,2204:3.9,2603:28.8412200,2602:113.2002410,3012:45,3013:33,3014:20250503140641,3015:19,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318357380428091392$NJ4GBQSAX0000687$REALTIME$TIME:20250503140649,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:221.99,4033:1899,4040:0,4041:0,4043:0,4044:1,2204:4.1,2603:28.8412270,2602:113.2002490,3012:45,3013:33,3014:20250503140642,3015:19,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318357380432285696$NJ4GBQSAX0000687$REALTIME$TIME:20250503140649,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:221.99,4033:1899,4040:0,4041:0,4043:0,4044:1,2204:3.6,2603:28.8412340,2602:113.2002560,3012:44,3013:33,3014:20250503140643,3015:19,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318357423084163072$NJ4GBQSAX0000687$REALTIME$TIME:20250503140659,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:222.04,4033:1899,4040:0,4041:0,4043:0,4044:1,2204:4.1,2603:28.8412420,2602:113.2002640,3012:41,3013:33,3014:20250503140644,3015:19,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318357423088357376$NJ4GBQSAX0000687$REALTIME$TIME:20250503140659,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:222.04,4033:1899,4040:0,4041:0,4043:0,4044:1,2204:4.2,2603:28.8412500,2602:113.2002720,3012:41,3013:33,3014:20250503140645,3015:19,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318357423092551680$NJ4GBQSAX0000687$REALTIME$TIME:20250503140659,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:222.04,4033:1899,4040:0,4041:0,4043:0,4044:1,2204:4.1,2603:28.8412570,2602:113.2002810,3012:44,3013:33,3014:20250503140646,3015:19,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318357423096745984$NJ4GBQSAX0000687$REALTIME$TIME:20250503140659,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:222.04,4033:1899,4040:0,4041:0,4043:0,4044:1,2204:3.6,2603:28.8412640,2602:113.2002880,3012:42,3013:33,3014:20250503140647,3015:19,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318357423100940288$NJ4GBQSAX0000687$REALTIME$TIME:20250503140659,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:222.04,4033:1899,4040:0,4041:0,4043:0,4044:1,2204:4,2603:28.8412720,2602:113.2002950,3012:42,3013:33,3014:20250503140648,3015:19,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318357423105134592$NJ4GBQSAX0000687$REALTIME$TIME:20250503140659,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:222.04,4033:1899,4040:0,4041:0,4043:0,4044:1,2204:4.1,2603:28.8412790,2602:113.2003040,3012:44,3013:33,3014:20250503140649,3015:19,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318357423109328896$NJ4GBQSAX0000687$REALTIME$TIME:20250503140659,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:222.04,4033:1899,4040:0,4041:0,4043:0,4044:1,2204:3.8,2603:28.8412860,2602:113.2003110,3012:44,3013:33,3014:20250503140650,3015:19,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318357423113523200$NJ4GBQSAX0000687$REALTIME$TIME:20250503140659,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:222.04,4033:1899,4040:0,4041:0,4043:0,4044:1,2204:3.8,2603:28.8412930,2602:113.2003180,3012:42,3013:33,3014:20250503140651,3015:18,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318357423117717504$NJ4GBQSAX0000687$REALTIME$TIME:20250503140659,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:222.04,4033:1899,4040:0,4041:0,4043:0,4044:1,2204:4.2,2603:28.8413010,2602:113.2003270,3012:44,3013:33,3014:20250503140652,3015:19,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318357465618599936$NJ4GBQSAX0000687$REALTIME$TIME:20250503140709,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:222.06,4033:1899,4040:0,4041:0,4043:0,4044:1,2204:3.9,2603:28.8413080,2602:113.2003350,3012:44,3013:33,3014:20250503140653,3015:19,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318357465622794240$NJ4GBQSAX0000687$REALTIME$TIME:20250503140709,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:222.06,4033:1899,4040:0,4041:0,4043:0,4044:1,2204:4,2603:28.8413150,2602:113.2003430,3012:43,3013:33,3014:20250503140654,3015:19,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318357465626988544$NJ4GBQSAX0000687$REALTIME$TIME:20250503140709,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:222.06,4033:1899,4040:0,4041:0,4043:0,4044:1,2204:3.7,2603:28.8413240,2602:113.2003290,3012:328,3013:33,3014:20250503140656,3015:19,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318357465631182848$NJ4GBQSAX0000687$REALTIME$TIME:20250503140709,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:222.06,4033:1899,4040:0,4041:0,4043:0,4044:1,2204:3.4,2603:28.8413200,2602:113.2003210,3012:267,3013:33,3014:20250503140657,3015:19,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318357465635377152$NJ4GBQSAX0000687$REALTIME$TIME:20250503140709,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:222.06,4033:1899,4040:0,4041:0,4043:0,4044:1,2204:3.9,2603:28.8413110,2602:113.2003150,3012:229,3013:33,3014:20250503140658,3015:19,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318357465639571456$NJ4GBQSAX0000687$REALTIME$TIME:20250503140709,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:222.06,4033:1899,4040:0,4041:0,4043:0,4044:1,2204:2.8,2603:28.8413040,2602:113.2003150,3012:212,3013:33,3014:20250503140659,3015:19,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318357465643765760$NJ4GBQSAX0000687$REALTIME$TIME:20250503140709,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:222.06,4033:1899,4040:0,4041:0,4043:0,4044:1,2204:2.4,2603:28.8412980,2602:113.2003160,3012:191,3013:33,3014:20250503140700,3015:19,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318357465647960064$NJ4GBQSAX0000687$REALTIME$TIME:20250503140709,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:222.06,4033:1899,4040:0,4041:0,4043:0,4044:1,2204:2.8,2603:28.8412930,2602:113.2003110,3012:209,3013:33,3014:20250503140701,3015:19,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318357465652154368$NJ4GBQSAX0000687$REALTIME$TIME:20250503140709,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:222.06,4033:1899,4040:0,4041:0,4043:0,4044:1,2204:2.5,2603:28.8412880,2602:113.2003060,3012:215,3013:33,3014:20250503140702,3015:19,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318357465656348672$NJ4GBQSAX0000687$REALTIME$TIME:20250503140709,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:222.06,4033:1899,4040:0,4041:0,4043:0,4044:1,2204:3.4,2603:28.8412820,2602:113.2002990,3012:223,3013:33,3014:20250503140703,3015:19,3016:12,4014:0,2601:0,3019:0
SUBMIT$7318357487261200384$NJ4GBQSAX0000687$REALTIME$TIME:20250503140715,gw:farm,3004:18,4042:1,4030:2,4031:1,4032:222.07,4033:1900,4040:0,4041:0,4043:0,4044:1,2204:4.1,2603:28.8412750,2602:113.2002900,3012:225,3013:33,3014:20250503140704,3015:19,3016:12,4014:0,2601:0,3019:0
