SUBMIT$7385323754907656192$EC73BD2506050018$REALTIME$TIME:20251104090717,gw:farm,3004:55,4042:1,4030:1,4031:0,4032:0.20,4033:6,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,2603:22.54082890,2602:107.79342390,2204:0,3012:80,3013:96,3014:20251104090717,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:1,4404:5,4040:0,4041:0,4043:0,4044:1
SUBMIT$7385325102323638272$EC73BD2506050018$REALTIME$TIME:20251104091238,gw:farm,3004:55,4042:1,4030:2,4031:2,4032:0.40,4033:5,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:0,2603:22.54080328,2602:107.79342250,3012:264,3013:96,3014:20251104091231,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385325102327832576$EC73BD2506050018$REALTIME$TIME:20251104091238,gw:farm,3004:55,4042:1,4030:2,4031:2,4032:0.40,4033:5,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:0,2603:22.54080330,2602:107.79342246,3012:33,3013:96,3014:20251104091232,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385325102332026880$EC73BD2506050018$REALTIME$TIME:20251104091238,gw:farm,3004:55,4042:1,4030:2,4031:2,4032:0.40,4033:5,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:0,2603:22.54080328,2602:107.79342251,3012:116,3013:96,3014:20251104091233,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385325102336221184$EC73BD2506050018$REALTIME$TIME:20251104091238,gw:farm,3004:55,4042:1,4030:2,4031:2,4032:0.40,4033:5,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:0,2603:22.54080328,2602:107.79342253,3012:46,3013:96,3014:20251104091234,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385325102340415488$EC73BD2506050018$REALTIME$TIME:20251104091238,gw:farm,3004:55,4042:1,4030:2,4031:2,4032:0.40,4033:5,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:0,2603:22.54080330,2602:107.79342250,3012:18,3013:96,3014:20251104091235,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385325102344609792$EC73BD2506050018$REALTIME$TIME:20251104091238,gw:farm,3004:55,4042:1,4030:2,4031:2,4032:0.40,4033:5,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:0.1,2603:22.54080325,2602:107.79342375,3012:88,3013:96,3014:20251104091236,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385325102348804096$EC73BD2506050018$REALTIME$TIME:20251104091238,gw:farm,3004:55,4042:1,4030:2,4031:2,4032:0.40,4033:5,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:1,2603:22.54080326,2602:107.79342733,3012:84,3013:96,3014:20251104091237,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385325102352998400$EC73BD2506050018$REALTIME$TIME:20251104091238,gw:farm,3004:55,4042:1,4030:2,4031:2,4032:0.40,4033:5,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:3.2,2603:22.54080330,2602:107.79343670,3012:87,3013:96,3014:20251104091238,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385325144346349568$EC73BD2506050018$REALTIME$TIME:20251104091248,gw:farm,3004:55,4042:1,4030:2,4031:2,4032:0.40,4033:5,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:4,2603:22.54080316,2602:107.79344709,3012:92,3013:96,3014:20251104091239,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385325144350543872$EC73BD2506050018$REALTIME$TIME:20251104091248,gw:farm,3004:55,4042:1,4030:2,4031:2,4032:0.40,4033:5,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:3.8,2603:22.54080191,2602:107.79345743,3012:97,3013:96,3014:20251104091240,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385325144354738176$EC73BD2506050018$REALTIME$TIME:20251104091248,gw:farm,3004:55,4042:1,4030:2,4031:2,4032:0.40,4033:5,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:3.9,2603:22.54079900,2602:107.79346744,3012:108,3013:96,3014:20251104091241,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385325144358932480$EC73BD2506050018$REALTIME$TIME:20251104091248,gw:farm,3004:55,4042:1,4030:2,4031:2,4032:0.40,4033:5,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:3.9,2603:22.54079455,2602:107.79347673,3012:119,3013:96,3014:20251104091242,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385325144363126784$EC73BD2506050018$REALTIME$TIME:20251104091248,gw:farm,3004:55,4042:1,4030:2,4031:2,4032:0.40,4033:5,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:4,2603:22.54078875,2602:107.79348534,3012:126,3013:96,3014:20251104091243,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385325144367321088$EC73BD2506050018$REALTIME$TIME:20251104091248,gw:farm,3004:55,4042:1,4030:2,4031:2,4032:0.40,4033:5,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:3.8,2603:22.54078220,2602:107.79349308,3012:135,3013:96,3014:20251104091244,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385325144371515392$EC73BD2506050018$REALTIME$TIME:20251104091248,gw:farm,3004:55,4042:1,4030:2,4031:2,4032:0.40,4033:5,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:3.8,2603:22.54077495,2602:107.79350016,3012:138,3013:96,3014:20251104091245,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385325144375709696$EC73BD2506050018$REALTIME$TIME:20251104091248,gw:farm,3004:55,4042:1,4030:2,4031:2,4032:0.40,4033:5,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:3.8,2603:22.54076763,2602:107.79350715,3012:135,3013:96,3014:20251104091246,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385325144379904000$EC73BD2506050018$REALTIME$TIME:20251104091248,gw:farm,3004:55,4042:1,4030:2,4031:2,4032:0.40,4033:5,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:3.7,2603:22.54076126,2602:107.79351496,3012:123,3013:95,3014:20251104091247,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385325144384098304$EC73BD2506050018$REALTIME$TIME:20251104091248,gw:farm,3004:55,4042:1,4030:2,4031:2,4032:0.40,4033:5,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:3.8,2603:22.54075711,2602:107.79352425,3012:110,3013:95,3014:20251104091248,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385325186620731392$EC73BD2506050018$REALTIME$TIME:20251104091258,gw:farm,3004:55,4042:1,4030:2,4031:2,4032:0.40,4033:5,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:4,2603:22.54075598,2602:107.79353461,3012:92,3013:95,3014:20251104091249,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385325186624925696$EC73BD2506050018$REALTIME$TIME:20251104091258,gw:farm,3004:55,4042:1,4030:2,4031:2,4032:0.40,4033:5,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:3.8,2603:22.54075773,2602:107.79354486,3012:74,3013:95,3014:20251104091250,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385325186629120000$EC73BD2506050018$REALTIME$TIME:20251104091258,gw:farm,3004:55,4042:1,4030:2,4031:2,4032:0.40,4033:5,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:3.9,2603:22.54076223,2602:107.79355413,3012:59,3013:95,3014:20251104091251,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385325186633314304$EC73BD2506050018$REALTIME$TIME:20251104091258,gw:farm,3004:55,4042:1,4030:2,4031:2,4032:0.40,4033:5,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:3.9,2603:22.54076925,2602:107.79356151,3012:41,3013:95,3014:20251104091252,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385325186637508608$EC73BD2506050018$REALTIME$TIME:20251104091258,gw:farm,3004:55,4042:1,4030:2,4031:2,4032:0.40,4033:5,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:4,2603:22.54077795,2602:107.79356626,3012:24,3013:95,3014:20251104091253,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385325186641702912$EC73BD2506050018$REALTIME$TIME:20251104091258,gw:farm,3004:55,4042:1,4030:2,4031:2,4032:0.40,4033:5,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:3.8,2603:22.54078776,2602:107.79356753,3012:6,3013:96,3014:20251104091254,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385325186645897216$EC73BD2506050018$REALTIME$TIME:20251104091258,gw:farm,3004:55,4042:1,4030:2,4031:2,4032:0.40,4033:5,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:3.8,2603:22.54079721,2602:107.79356593,3012:346,3013:95,3014:20251104091255,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385325186650091520$EC73BD2506050018$REALTIME$TIME:20251104091258,gw:farm,3004:55,4042:1,4030:2,4031:2,4032:0.40,4033:5,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:3.9,2603:22.54080575,2602:107.79356083,3012:332,3013:95,3014:20251104091256,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385325186654285824$EC73BD2506050018$REALTIME$TIME:20251104091258,gw:farm,3004:55,4042:1,4030:2,4031:2,4032:0.40,4033:5,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:3.8,2603:22.54081245,2602:107.79355330,3012:308,3013:95,3014:20251104091257,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385325186658480128$EC73BD2506050018$REALTIME$TIME:20251104091258,gw:farm,3004:55,4042:1,4030:2,4031:2,4032:0.40,4033:5,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:3.7,2603:22.54081700,2602:107.79354409,3012:294,3013:96,3014:20251104091258,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385325228899344384$EC73BD2506050018$REALTIME$TIME:20251104091308,gw:farm,3004:55,4042:1,4030:2,4031:2,4032:0.40,4033:5,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:3.8,2603:22.54081875,2602:107.79353373,3012:277,3013:95,3014:20251104091259,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385325228903538688$EC73BD2506050018$REALTIME$TIME:20251104091308,gw:farm,3004:55,4042:1,4030:2,4031:2,4032:0.40,4033:5,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:4,2603:22.54081790,2602:107.79352335,3012:263,3013:95,3014:20251104091300,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385325228907732992$EC73BD2506050018$REALTIME$TIME:20251104091308,gw:farm,3004:55,4042:1,4030:2,4031:2,4032:0.40,4033:5,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:3.9,2603:22.54081481,2602:107.79351331,3012:253,3013:96,3014:20251104091301,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385325228911927296$EC73BD2506050018$REALTIME$TIME:20251104091308,gw:farm,3004:55,4042:1,4030:2,4031:2,4032:0.40,4033:5,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:3.8,2603:22.54081048,2602:107.79350376,3012:244,3013:96,3014:20251104091302,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385325228916121600$EC73BD2506050018$REALTIME$TIME:20251104091308,gw:farm,3004:55,4042:1,4030:2,4031:2,4032:0.40,4033:5,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:3.8,2603:22.54080566,2602:107.79349471,3012:238,3013:95,3014:20251104091303,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385325228920315904$EC73BD2506050018$REALTIME$TIME:20251104091308,gw:farm,3004:55,4042:1,4030:2,4031:2,4032:0.40,4033:5,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:3.8,2603:22.54080031,2602:107.79348588,3012:236,3013:95,3014:20251104091304,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385325228924510208$EC73BD2506050018$REALTIME$TIME:20251104091308,gw:farm,3004:55,4042:1,4030:2,4031:2,4032:0.40,4033:5,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:3.8,2603:22.54079473,2602:107.79347721,3012:235,3013:96,3014:20251104091305,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385325228928704512$EC73BD2506050018$REALTIME$TIME:20251104091308,gw:farm,3004:55,4042:1,4030:2,4031:2,4032:0.40,4033:5,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:3.7,2603:22.54078918,2602:107.79346851,3012:235,3013:95,3014:20251104091306,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385325228932898816$EC73BD2506050018$REALTIME$TIME:20251104091308,gw:farm,3004:55,4042:1,4030:2,4031:2,4032:0.40,4033:5,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:3.8,2603:22.54078408,2602:107.79345968,3012:238,3013:96,3014:20251104091307,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385325228937093120$EC73BD2506050018$REALTIME$TIME:20251104091308,gw:farm,3004:55,4042:1,4030:2,4031:2,4032:0.40,4033:5,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:3.7,2603:22.54077995,2602:107.79345035,3012:246,3013:95,3014:20251104091308,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385325270926249984$EC73BD2506050018$REALTIME$TIME:20251104091318,gw:farm,3004:55,4042:1,4030:2,4031:2,4032:0.40,4033:6,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:3.7,2603:22.54077738,2602:107.79344021,3012:258,3013:95,3014:20251104091309,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385325270930444288$EC73BD2506050018$REALTIME$TIME:20251104091318,gw:farm,3004:55,4042:1,4030:2,4031:2,4032:0.40,4033:6,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:3.9,2603:22.54077683,2602:107.79342968,3012:266,3013:95,3014:20251104091310,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385325270934638592$EC73BD2506050018$REALTIME$TIME:20251104091318,gw:farm,3004:55,4042:1,4030:2,4031:2,4032:0.40,4033:6,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:3.8,2603:22.54077761,2602:107.79341921,3012:273,3013:95,3014:20251104091311,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385325270938832896$EC73BD2506050018$REALTIME$TIME:20251104091318,gw:farm,3004:55,4042:1,4030:2,4031:2,4032:0.40,4033:6,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:2.2,2603:22.54077843,2602:107.79341111,3012:276,3013:95,3014:20251104091312,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385325270943027200$EC73BD2506050018$REALTIME$TIME:20251104091318,gw:farm,3004:55,4042:1,4030:2,4031:2,4032:0.40,4033:6,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:0,2603:22.54077845,2602:107.79341075,3012:37,3013:95,3014:20251104091313,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385325270947221504$EC73BD2506050018$REALTIME$TIME:20251104091318,gw:farm,3004:55,4042:1,4030:2,4031:2,4032:0.40,4033:6,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:0,2603:22.54077841,2602:107.79341066,3012:166,3013:95,3014:20251104091314,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385325270951415808$EC73BD2506050018$REALTIME$TIME:20251104091318,gw:farm,3004:55,4042:1,4030:2,4031:2,4032:0.40,4033:6,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:0,2603:22.54077843,2602:107.79341075,3012:273,3013:95,3014:20251104091315,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385325270955610112$EC73BD2506050018$REALTIME$TIME:20251104091318,gw:farm,3004:55,4042:1,4030:2,4031:2,4032:0.40,4033:6,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:2.2,2603:22.54077823,2602:107.79341483,3012:91,3013:95,3014:20251104091316,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385325270959804416$EC73BD2506050018$REALTIME$TIME:20251104091318,gw:farm,3004:55,4042:1,4030:2,4031:2,4032:0.40,4033:6,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:3.6,2603:22.54077775,2602:107.79342451,3012:90,3013:95,3014:20251104091317,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385325270963998720$EC73BD2506050018$REALTIME$TIME:20251104091318,gw:farm,3004:55,4042:1,4030:2,4031:2,4032:0.40,4033:6,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:4,2603:22.54077815,2602:107.79343533,3012:86,3013:95,3014:20251104091318,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385325313271959552$EC73BD2506050018$REALTIME$TIME:20251104091328,gw:farm,3004:55,4042:1,4030:2,4031:2,4032:0.40,4033:6,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:3.8,2603:22.54077846,2602:107.79344586,3012:88,3013:95,3014:20251104091319,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385325313276153856$EC73BD2506050018$REALTIME$TIME:20251104091328,gw:farm,3004:55,4042:1,4030:2,4031:2,4032:0.40,4033:6,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:3.8,2603:22.54077840,2602:107.79345640,3012:89,3013:95,3014:20251104091320,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385325313280348160$EC73BD2506050018$REALTIME$TIME:20251104091328,gw:farm,3004:55,4042:1,4030:2,4031:2,4032:0.40,4033:6,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:2.4,2603:22.54077836,2602:107.79346456,3012:92,3013:95,3014:20251104091321,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385325313284542464$EC73BD2506050018$REALTIME$TIME:20251104091328,gw:farm,3004:55,4042:1,4030:2,4031:2,4032:0.40,4033:6,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:0,2603:22.54077841,2602:107.79346551,3012:186,3013:95,3014:20251104091322,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385325313288736768$EC73BD2506050018$REALTIME$TIME:20251104091328,gw:farm,3004:55,4042:1,4030:2,4031:2,4032:0.40,4033:6,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:0,2603:22.54077836,2602:107.79346528,3012:305,3013:95,3014:20251104091323,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385325313292931072$EC73BD2506050018$REALTIME$TIME:20251104091328,gw:farm,3004:55,4042:1,4030:2,4031:2,4032:0.40,4033:6,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:0.9,2603:22.54077836,2602:107.79346401,3012:266,3013:95,3014:20251104091324,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385325313297125376$EC73BD2506050018$REALTIME$TIME:20251104091328,gw:farm,3004:55,4042:1,4030:2,4031:2,4032:0.40,4033:6,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:1.8,2603:22.54077840,2602:107.79345846,3012:269,3013:95,3014:20251104091325,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385325313301319680$EC73BD2506050018$REALTIME$TIME:20251104091328,gw:farm,3004:55,4042:1,4030:2,4031:2,4032:0.40,4033:6,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:2,2603:22.54077848,2602:107.79345286,3012:269,3013:95,3014:20251104091326,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385325313305513984$EC73BD2506050018$REALTIME$TIME:20251104091328,gw:farm,3004:55,4042:1,4030:2,4031:2,4032:0.40,4033:6,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:2,2603:22.54077853,2602:107.79344738,3012:274,3013:95,3014:20251104091327,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385325313309708288$EC73BD2506050018$REALTIME$TIME:20251104091328,gw:farm,3004:55,4042:1,4030:2,4031:2,4032:0.40,4033:6,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:2,2603:22.54077858,2602:107.79344183,3012:271,3013:95,3014:20251104091328,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
SUBMIT$7385325355466637312$EC73BD2506050018$REALTIME$TIME:20251104091339,gw:farm,3004:55,4042:1,4030:1,4031:1,4032:0.40,4033:6,5137:866136075769203,1002:ODk4NjA4MzYxOTI1ODAwMTE0NjE=,5550:3108204305,4040:0,4041:0,4043:0,4044:1,2204:2.1,2603:22.54077863,2602:107.79343626,3012:272,3013:95,3014:20251104091329,3015:24,3016:55,4014:0,4430:0,2601:0,3019:0,4403:0,4404:5
